year,season,overall,round,pick,team_abb,player_name,position
2016,S,72,3,12,TOR,German Marquez,SP
2016,S,73,3,13,TOR,Lamonte Wade,OF
2016,S,74,3,14,MIA,Antonio Santillan,SP
2016,S,75,3,15,COL,Albert Abreu,SP
2016,S,76,3,16,CHW,Cody Ponce,SP
2016,S,77,3,17,SEA,Joe Jimenez,RP
2016,S,78,3,18,ATL,Nick Lodolo,SP
2016,S,79,3,19,OAK,Alex Speas,SP
2016,S,80,3,20,COL,Yandy Diaz,3B
2016,S,81,3,21,AZ,Chance Adams,SP
2016,S,82,3,22,TB,Justin Maese,SP
2016,S,83,3,23,PIT,Conner Greene,SP
2016,S,84,3,24,ATL,Ben Bowden,SP
2016,S,85,3,25,PHI,Chad Kuhl,SP
2016,S,86,3,26,MIL,Drew Mendoza,3B
2016,S,87,3,27,CLE,Bo Bichette,2B
2016,S,88,3,28,NYM,Angel Perdomo,SP
2016,S,89,3,29,CHC,Lucas Erceg,3B
2016,S,90,3,30,CHW,Andrew Stevenson,OF
2016,S,91,4,1,AZ,Carson Kelly,C
2016,S,92,4,2,SF,Socrates Brito,OF
2016,S,93,4,3,CHW,Brett Martin,SP
2016,S,94,4,4,TEX,Anderson Franco,3B
2016,S,95,4,5,TB,Kevin Padlo,3B
2016,S,96,4,6,MIN,C.J. Chatham,SS
2016,S,97,4,7,PIT,Andrew Yerzy,C
2016,S,98,4,8,**HOU**,--skipped--,
2016,S,99,4,9,WAS,JaCoby Jones,SS
2016,S,100,4,10,PIT,Patrick Weigel,SP
2016,S,101,4,11,ATL,Keegan Akin,SP
2016,S,102,4,12,TOR,Yeudy Garcia,SP
2016,S,103,4,13,AZ,Chad Green,SP
2016,S,104,4,14,MIA,Matt Hall,SP
2016,S,105,4,15,COL,Max Schrock,2B
2016,S,106,4,16,COL,Steven Brault,SP
2016,S,107,4,17,BOS,Tyler White,1B
2016,S,108,4,18,LAD,Cole Stobbe,3B
2016,S,109,4,19,COL,Luis Alejandro Basabe,2B
2016,S,110,4,20,TB,Felipe Rivero,RP
2016,S,111,4,21,DET,Isaiah White,OF
2016,S,112,4,22,KC,Josh Sborz,SP
2016,S,113,4,23,PIT,Dietrich Enns,SP
2016,S,114,4,24,MIL,Robert Gsellman,SP
2016,S,115,4,25,SD,J.D. Davis,3B
2016,S,116,4,26,PIT,Dylan Cozens,OF
2016,S,117,4,27,LAD,Nick Neidert,SP
2016,S,118,4,28,MIL,John Gant,SP
2016,S,119,4,29,CHC,Jared Horn,SP
2016,S,120,4,30,PHI,Nate Orf,2B
2016,W,1,1,1,PHI,Thomas Szapucki,SP
2016,W,2,1,2,KC,Vladimir Guerrero Jr.,3B
2016,W,3,1,3,AZ,Yadier Alvarez,SP
2016,W,4,1,4,SF,Sixto Sanchez,SP
2016,W,5,1,5,WAS,Jahmai Jones,OF
2016,W,6,1,6,HOU,Greg Allen,OF
2016,W,7,1,7,CLE,Mauricio Dubon,SS
2016,W,8,1,8,LAA,D.J. Peters,OF
2016,W,9,1,9,ATL,Juan Soto,OF
2016,W,10,1,10,MIL,Jasrado Chisholm,SS
2016,W,11,1,11,BOS,Trevor Clifton,SP
2016,W,12,1,12,CHW,Matt Strahm,SP
2016,W,13,1,13,DET,Yusniel Diaz,OF
2016,W,14,1,14,LAD,Andrew Toles,OF
2016,W,15,1,15,TOR,Jesus Sanchez,OF
2016,W,16,1,16,CHC,Brandon Woodruff,SP
2016,W,17,1,17,NYY,A.J. Minter,RP
2016,W,18,1,18,MIA,Leody Taveras,OF
2016,W,19,1,19,TB,Fernando Romero,SP
2016,W,20,1,20,SD,Ryan Castellani,SP
2016,W,21,1,21,TEX,Mitch White,SP
2016,W,22,1,22,CIN,Keibert Ruiz,C
2016,W,23,1,23,MIN,Lewin Diaz,1B
2016,W,24,1,24,OAK,Andrew Moore,SP
2016,W,25,1,25,NYM,Josh Staumont,SP
2016,W,26,1,26,COL,Luis Alexander Basabe,OF
2016,W,27,1,27,BAL,Jose Albertos,SP
2016,W,28,1,28,PIT,Ramon Laureano,OF
2016,W,29,1,29,SEA,Andy Ibanez,2B
2016,W,30,1,30,STL,Desmond Lindsay,OF
2017,S,1,1,1,PHI,Kyle Wright,SP
2017,S,2,1,2,KC,Hunter Greene,SP
2017,S,3,1,3,BAL,Mackenzie Gore,SP
2017,S,4,1,4,TOR,Royce Lewis,SS
2017,S,5,1,5,BAL,Dustin Fowler,OF
2017,S,6,1,6,HOU,Adam Haseley,OF
2017,S,7,1,7,ATL,Domingo Leyba,2B
2017,S,8,1,8,LAA,Luis Urias,2B
2017,S,9,1,9,ATL,Jordan Adell,OF
2017,S,10,1,10,BAL,Fernando Tatis Jr.,SS
2017,S,11,1,11,PIT,Austin Beck,OF
2017,S,12,1,12,CHW,J.B. Bukauskas,SP
2017,S,13,1,13,DET,Logan Warmoth,SS
2017,S,14,1,14,LAD,David Peterson,SP
2017,S,15,1,15,SF,Shane Baz,SP
2017,S,16,1,16,CHC,Keston Hiura,2B
2017,S,17,1,17,NYY,Nick Pratto,1B
2017,S,18,1,18,NYM,D.L. Hall,SP
2017,S,19,1,19,AZ,Adonis Medina,SP
2017,S,20,1,20,SD,Jordan Montgomery,SP
2017,S,21,1,21,NYY,Sam Carlson,SP
2017,S,22,1,22,AZ,Lucius Fox,SS
2017,S,23,1,23,MIN,Jake Burger,3B
2017,S,24,1,24,OAK,Alex Faedo,SP
2017,S,25,1,25,NYM,Dinelson Lamet,SP
2017,S,26,1,26,COL,Luis Castillo,SP
2017,S,27,1,27,NYY,Seth Romero,SP
2017,S,28,1,28,PIT,Tony Wolters,C
2017,S,29,1,29,BAL,Colton Welker,3B
2017,S,30,1,30,COL,Cristian Pache,OF
2017,S,31,2,1,PHI,Daniel Gossett,SP
2017,S,32,2,2,KC,Jacob Nix,SP
2017,S,33,2,3,AZ,Shedric Long,2B
2017,S,34,2,4,SF,Dawel Lugo,SS
2017,S,35,2,5,TOR,Zack Littell,SP
2017,S,36,2,6,HOU,Gavin Sheets,1B
2017,S,37,2,7,CLE,Nate Pearson,SP
2017,S,38,2,8,KC,Bubba Thompson,OF
2017,S,39,2,9,COL,Corbin Burnes,SP
2017,S,40,2,10,TOR,Drew Waters,OF
2017,S,41,2,11,BOS,Evan White,1B
2017,S,42,2,12,CHW,Chris Rodriguez,SP
2017,S,43,2,13,DET,Brent Rooker,OF
2017,S,44,2,14,LAD,Austin Slater,2B
2017,S,45,2,15,TOR,Thario Estrada,2B
2017,S,46,2,16,TB,Joe Biagini,SP
2017,S,47,2,17,NYY,Victor Caratini,C
2017,S,48,2,18,MIA,Trevor Rogers,SP
2017,S,49,2,19,TB,Dustin May,SP
2017,S,50,2,20,KC,Austin Hays,OF
2017,S,51,2,21,TEX,Mason Thompson,SP
2017,S,52,2,22,CIN,Ryan Vilade,3B
2017,S,53,2,23,MIN,Jeter Downs,SS
2017,S,54,2,24,OAK,Heliot Ramos,OF
2017,S,55,2,25,NYM,Tristan Beck,SP
2017,S,56,2,26,SF,Estevan Florial,OF
2017,S,57,2,27,CHC,Drew Ellis,3B
2017,S,58,2,28,PIT,Taylor Clarke,SP
2017,S,59,2,29,PIT,Jordan Humphreys,SP
2017,S,60,2,30,SF,Tyler Watson,SP
2017,S,61,3,1,PHI,Heath Quinn,OF
2017,S,62,3,2,COL,Danny Jansen,C
2017,S,63,3,3,AZ,Franmil Reyes,OF
2017,S,64,3,4,TOR,Michael Mercado,SP
2017,S,65,3,5,LAA,MJ Melendez,C
2017,S,66,3,6,TEX,Rogelio Armenteros,SP
2017,S,67,3,7,CLE,Hans Crouse,SP
2017,S,68,3,8,PIT,Edwin Rios,1B
2017,S,69,3,9,SF,Khalil Lee,OF
2017,S,70,3,10,COL,Jon Duplantier,SP
2017,S,71,3,11,CLE,Nick Allen,SS
2017,S,72,3,12,CHW,Isaac Paredes,SS
2017,S,73,3,13,NYM,Phil Maton,RP
2017,S,74,3,14,PHI,Anderson Tejeda,SS
2017,S,75,3,15,TOR,Austin Franklin,SP
2017,S,76,3,16,CHC,Brandon Marsh,OF
2017,S,77,3,17,NYY,Matt Sauer,SP
2017,S,78,3,18,MIA,Clarke Schmidt,SP
2017,S,79,3,19,TEX,Joey Lucchesi,SP
2017,S,80,3,20,CLE,Blayne Enlow,SP
2017,S,81,3,21,KC,Tyler Wade,SS
2017,S,82,3,22,COL,Nick Solak,2B
2017,S,83,3,23,MIN,Tzu-Wei Lin,SS
2017,S,84,3,24,PHI,Travis Blankenhorn,3B
2017,S,85,3,25,MIL,Hagen Danner,C
2017,S,86,3,26,OAK,Seuly Matias,OF
2017,S,87,3,27,KC,Wladimir Galindo,3B
2017,S,88,3,28,PIT,Brandon Lowe,2B
2017,S,89,3,29,BAL,Pedro Gonzalez,OF
2017,S,90,3,30,NYM,Brendan Little,SP
2017,S,91,4,1,PHI,Brayan Hernandez,OF
2017,S,92,4,2,KC,Mark Vientos,SS
2017,S,93,4,3,AZ,Jordan Romero,SP
2017,S,94,4,4,KC,Miguelangel Sierra,SS
2017,S,95,4,5,TEX,Gavin LaValley,1B
2017,S,96,4,6,NYM,Juan De Leon,OF
2017,S,97,4,7,CLE,Jake Eder,SP
2017,S,98,4,8,LAA,Drew Rasmussen,SP
2017,S,99,4,9,MIL,Jacob Gonzalez,3B
2017,S,100,4,10,CHW,Adam Frazier,SS
2017,S,101,4,11,TB,Gilberto Celestino,OF
2017,S,102,4,12,CHW,Chris Seise,SS
2017,S,103,4,13,NYM,Alex Claudio,RP
2017,S,104,4,14,LAD,Genesis Cabrera,SP
2017,S,105,4,15,CHC,Sean Murphy,C
2017,S,106,4,16,BAL,Steven Jennings,SP
2017,S,107,4,17,SEA,Jimmy Herget,RP
2017,S,108,4,18,SD,Jaime Barria,SP
2017,S,109,4,19,TB,Quentin Holmes,OF
2017,S,110,4,20,SD,Dermis Garcia,3B
2017,S,111,4,21,OAK,Derian Cruz,SS
2017,S,112,4,22,**CIN**,--skipped--,
2017,S,113,4,23,SD,Jhailyn Ortiz,OF
2017,S,114,4,24,MIL,Jared Miller,RP
2017,S,115,4,25,MIL,Jake Junis,SP
2017,S,116,4,26,COL,Zack Granite,OF
2017,S,117,4,27,BOS,Curtis Taylor,SP
2017,S,118,4,28,PIT,Myles Straw,OF
2017,S,119,4,29,SEA,Merandy Gonzalez,SP
2017,S,120,4,30,TB,Taylor Hearn,SP
2017,W,1,1,1,BAL,Michel Baez,SP
2017,W,2,1,2,PHI,Kevin Maitan,SS
2017,W,3,1,3,ATL,Adrian Morejon,SP
2017,W,4,1,4,SF,Vladimir Gutierrez,SP
2017,W,5,1,5,HOU,Jose Soriano,SP
2017,W,6,1,6,KC,Yordan Alvarez,1B
2017,W,7,1,7,STL,Adbert Alzolay,SP
2017,W,8,1,8,NYY,Freicer Perez,SP
2017,W,9,1,9,LAA,Trevor Oaks,SP
2017,W,10,1,10,MIN,Corbin Martin,SP
2017,W,11,1,11,LAD,Aramis Ademan,SS
2017,W,12,1,12,MIL,Jesus Luzardo,SP
2017,W,13,1,13,CLE,Jose Siri,OF
2017,W,14,1,14,BOS,Tristan Lutz,OF
2017,W,15,1,15,TOR,Wander Javier,SS
2017,W,16,1,16,MIA,Jalen Beeks,SP
2017,W,17,1,17,CIN,Yasel Antuna,SS
2017,W,18,1,18,CHW,Andres Gimenez,SS
2017,W,19,1,19,NYM,Cionel Perez,SP
2017,W,20,1,20,AZ,Bryse Wilson,SP
2017,W,21,1,21,CHC,Jorge Guzman,SP
2017,W,22,1,22,SEA,Daulton Varsho,C
2017,W,23,1,23,TEX,Daniel Johnson,OF
2017,W,24,1,24,SD,Jose Adolis Garcis,OF
2017,W,25,1,25,COL,Jojo Romero,SP
2017,W,26,1,26,OAK,Jairo Solis,SP
2017,W,27,1,27,DET,Starling Heredia,OF
2017,W,28,1,28,PIT,Yonny Chirinos,SP
2017,W,29,1,29,TB,Willi Castro,SS
2017,W,30,1,30,WAS,Lazaro Armenteros,OF
2018,S,1,1,1,BAL,Joey Bart,C
2018,S,2,1,2,PHI,Casey Mize,SP
2018,S,3,1,3,ATL,Nick Madrigal,2B
2018,S,4,1,4,NYY,Brady Singer,SP
2018,S,5,1,5,COL,Matthew Liberatore,SP
2018,S,6,1,6,KC,Travis Swaggerty,OF
2018,S,7,1,7,STL,Alec Bohm,3B
2018,S,8,1,8,SF,Shane McClanahan,SP
2018,S,9,1,9,LAA,Jonathan India,3B
2018,S,10,1,10,MIN,Carter Stewart,SP
2018,S,11,1,11,LAD,Logan Gilbert,SP
2018,S,12,1,12,TOR,Nolan Gorman,3B
2018,S,13,1,13,CLE,Jarred Kelenic,OF
2018,S,14,1,14,BOS,Triston Casas,1B
2018,S,15,1,15,TOR,Cole Winn,SP
2018,S,16,1,16,MIA,Pablo Lopez,SP
2018,S,17,1,17,STL,Andrew Knizner,C
2018,S,18,1,18,CHW,Brusdar Graterol,SP
2018,S,19,1,19,DET,Grayson Rodriguez,SP
2018,S,20,1,20,TEX,Peter Alonso,1B
2018,S,21,1,21,CHC,Cavan Biggio,2B
2018,S,22,1,22,SEA,Freddy Peralta,SP
2018,S,23,1,23,TEX,Shane Bieber,SP
2018,S,24,1,24,BAL,Cole Wilcox,SP
2018,S,25,1,25,STL,Ryan Weathers,SP
2018,S,26,1,26,OAK,Brice Turang,SS
2018,S,27,1,27,MIA,Jonathan Loaisiga,SP
2018,S,28,1,28,STL,Kyler Murray,OF
2018,S,29,1,29,NYY,Trevor Larnach,OF
2018,S,30,1,30,BAL,Mason Denaburg,SP
2018,S,31,2,1,WAS,Zac Lowther,SP
2018,S,32,2,2,PHI,Ryan Borucki,SP
2018,S,33,2,3,ATL,Dennis Santana,SP
2018,S,34,2,4,SF,Garrett Hampson,2B
2018,S,35,2,5,COL,Calvin Mitchell,OF
2018,S,36,2,6,KC,Luis Medina,SP
2018,S,37,2,7,TB,Nick Pivetta,SP
2018,S,38,2,8,CHW,Tirso Ornelas,OF
2018,S,39,2,9,CIN,Josh James,SP
2018,S,40,2,10,MIN,Connor Scott,OF
2018,S,41,2,11,LAD,Kumar Rocker,SP
2018,S,42,2,12,WAS,Noah Naylor,C
2018,S,43,2,13,TOR,Jackson Kowar,SP
2018,S,44,2,14,BOS,Blaine Knight,SP
2018,S,45,2,15,TOR,Jeremiah Jackson,3B
2018,S,46,2,16,MIA,Enyel De Los Santos,SP
2018,S,47,2,17,AZ,Miguel Amaya,C
2018,S,48,2,18,ATL,Jordan Hicks,RP
2018,S,49,2,19,NYM,Jose Suarez,SP
2018,S,50,2,20,TB,Jordyn Adams,OF
2018,S,51,2,21,CHC,Ethan Hankins,SP
2018,S,52,2,22,SEA,Caleb Ferguson,SP
2018,S,53,2,23,AZ,Oneil Cruz,SS
2018,S,54,2,24,SD,Ryan Rolison,SP
2018,S,55,2,25,COL,Ronaldo Hernandez,C
2018,S,56,2,26,OAK,Anthony Seigler,C
2018,S,57,2,27,MIA,Oscar Mercado,OF
2018,S,58,2,28,TB,Vidal Brujan,2B
2018,S,59,2,29,CIN,Jordan Groshans,3B
2018,S,60,2,30,CIN,Resly Linares,SP
2018,S,61,3,1,BAL,Greyson Jenista,OF
2018,S,62,3,2,PHI,Seranthony Dominguez,RP
2018,S,63,3,3,PIT,Nathaniel Lowe,1B
2018,S,64,3,4,SF,Esteury Ruiz,2B
2018,S,65,3,5,NYY,Sean Hjelle,SP
2018,S,66,3,6,KC,Seth Beer,1B
2018,S,67,3,7,TOR,William Contreras,C
2018,S,68,3,8,NYY,Emilio Vargas,SP
2018,S,69,3,9,LAA,Xavier Edwards,SS
2018,S,70,3,10,MIN,Nick Schnell,OF
2018,S,71,3,11,BOS,Taylor Widener,SP
2018,S,72,3,12,MIL,Griffin Conine,OF
2018,S,73,3,13,BAL,Nander De Sedas,SS
2018,S,74,3,14,AZ,Colin Poche,SP
2018,S,75,3,15,COL,Ryan McKenna,OF
2018,S,76,3,16,PIT,Cristian Javier,SP
2018,S,77,3,17,CIN,Kevin Kramer,2B
2018,S,78,3,18,TEX,Cody Bolton,SP
2018,S,79,3,19,NYM,Lolo Sanchez,OF
2018,S,80,3,20,AZ,Matt Tabor,SP
2018,S,81,3,21,SF,Deivi Garcia,SP
2018,S,82,3,22,SEA,Jorge Alcala,SP
2018,S,83,3,23,TOR,Reggie Lawson,SP
2018,S,84,3,24,SD,Nico Hoerner,SS
2018,S,85,3,25,CIN,Roansy Contreras,SP
2018,S,86,3,26,BOS,Kody Clemens,2B
2018,S,87,3,27,AZ,Jeisson Rosario,OF
2018,S,88,3,28,TOR,Jose Devers,SS
2018,S,89,3,29,PIT,Lyon Richardson,SP
2018,S,90,3,30,BOS,Luken Baker,1B
2018,S,91,4,1,CLE,Elehuris Montero,3B
2018,S,92,4,2,PHI,Reyes Moronta,RP
2018,S,93,4,3,TB,Brett Cumberland,C
2018,S,94,4,4,SF,Edward Cabrera,SP
2018,S,95,4,5,CHW,Ryan Helsley,SP
2018,S,96,4,6,KC,Luis Garcia,SS
2018,S,97,4,7,BAL,Lenny Torres Jr.,SP
2018,S,98,4,8,NYY,Brad Keller,SP
2018,S,99,4,9,COL,Jared Oliva,OF
2018,S,100,4,10,MIN,Jeremy Eierman,3B
2018,S,101,4,11,LAD,Wil Crowe,SP
2018,S,102,4,12,CHW,Matt McLain,2B
2018,S,103,4,13,CLE,Adam Kloffenstein,SP
2018,S,104,4,14,MIL,Nicky Lopez,SS
2018,S,105,4,15,PHI,Cedric Mullins,OF
2018,S,106,4,16,MIA,Johan Carmago,3B
2018,S,107,4,17,CIN,Luis Oviedo,SP
2018,S,108,4,18,CHW,Hector Perez,SP
2018,S,109,4,19,KC,Francisco Morales,SP
2018,S,110,4,20,MIL,Kevin Smith,SS
2018,S,111,4,21,CHC,Slade Cecconi,SP
2018,S,112,4,22,OAK,Owen White,SP
2018,S,113,4,23,TOR,Jhoan Duran,SP
2018,S,114,4,24,COL,Luis Rengifo,SS
2018,S,115,4,25,OAK,Daniel Lynch,SP
2018,S,116,4,26,MIL,Kameron Guangorena,C
2018,S,117,4,27,CIN,Cadyn Grenier,SS
2018,S,118,4,28,SF,Bryan Mata,SP
2018,S,119,4,29,LAA,Rylan Bannon,3B
2018,S,120,4,30,**DET**,--skipped--,
2018,W,1,1,1,MIN,Wander Franco,SS
2018,W,2,1,2,ATL,Luis Robert,OF
2018,W,3,1,3,TOR,Luis Patino,SP
2018,W,4,1,4,HOU,Zac Gallen,SP
2018,W,5,1,5,CIN,Freudis Nova,SS
2018,W,6,1,6,SF,Eric Pardinho,SP
2018,W,7,1,7,LAD,Brailyn Marquez,SP
2018,W,8,1,8,MIL,Spencer Howard,SP
2018,W,9,1,9,WAS,Ronny Mauricio,SS
2018,W,10,1,10,KC,Kristian Robinson,OF
2018,W,11,1,11,NYY,Julio Pablo Martinez,OF
2018,W,12,1,12,BOS,Miguel Vargas,3B
2018,W,13,1,13,MIA,Tucupita Marcano,2B
2018,W,14,1,14,STL,Jake McCarthy,OF
2018,W,15,1,15,PHI,Brayan Rocchio,SS
2018,W,16,1,16,DET,Kris Bubic,SP
2018,W,17,1,17,LAA,Dylan Carlson,OF
2018,W,18,1,18,TEX,Cole Roederer,OF
2018,W,19,1,19,SEA,Grant Lavigne,1B
2018,W,20,1,20,PIT,Lourdes Gurriel Jr.,SS
2018,W,21,1,21,SD,George Valera,OF
2018,W,22,1,22,BAL,Shervyen Newton,SS
2018,W,23,1,23,CLE,Luis Garcia,SS
2018,W,24,1,24,OAK,Freddy Tarnok,SP
2018,W,25,1,25,CHC,Antoni Flores,SS
2018,W,26,1,26,COL,Jose Castillo,RP
2018,W,27,1,27,CHW,Alexander Canario,OF
2018,W,28,1,28,AZ,Brock Burke,SP
2018,W,29,1,29,TB,Carlos Vargas,SP
2018,W,30,1,30,NYM,Everson Pereira,OF
2019,S,1,1,1,MIN,Adley Rutschman,C
2019,S,2,1,2,ATL,Bobby Witt Jr.,SS
2019,S,3,1,3,TOR,JJ Bleday,OF
2019,S,4,1,4,HOU,Andrew Vaughn,1B
2019,S,5,1,5,CIN,Riley Greene,OF
2019,S,6,1,6,SFG,Josh Jung,3B
2019,S,7,1,7,LAD,Jarren Duran,OF
2019,S,8,1,8,TOR,Alek Manoah,SP
2019,S,9,1,9,COL,Hunter Bishop,OF
2019,S,10,1,10,TOR,Matthew Allan,SP
2019,S,11,1,11,NYM,CJ Abrams,SS
2019,S,12,1,12,TOR,Alek Thomas,OF
2019,S,13,1,13,MIA,David Fletcher,2B
2019,S,14,1,14,STL,Shea Langeliers,C
2019,S,15,1,15,MIN,Brett Baty,3B
2019,S,16,1,16,DET,Keoni Cavaco,3B
2019,S,17,1,17,LAA,Jackson Rutledge,SP
2019,S,18,1,18,TEX,Geraldo Perdomo,SS
2019,S,19,1,19,COL,Abraham Toro-Hernandez,3B
2019,S,20,1,20,PIT,Daniel Espino,SP
2019,S,21,1,21,BOS,Logan Davidson,SS
2019,S,22,1,22,BAL,Kameron Misner,OF
2019,S,23,1,23,KC,Jordan Balazovic,SP
2019,S,24,1,24,**OAK**,--skipped--,
2019,S,25,1,25,CHC,Corbin Carroll,OF
2019,S,26,1,26,COL,Tyler Freeman,SS
2019,S,27,1,27,CHW,Diego Castillo,RP
2019,S,28,1,28,AZ,Antonio Cabello,OF
2019,S,29,1,29,TB,Bryson Stott,SS
2019,S,30,1,30,NYM,Joe Palumbo,SP
2019,S,31,2,1,MIN,Will Wilson,2B
2019,S,32,2,2,ATL,Brennan Malone,SP
2019,S,33,2,3,BOS,D'Shawn Knowles,OF
2019,S,34,2,4,TOR,Quinn Priester,SP
2019,S,35,2,5,CIN,Greg Jones,SS
2019,S,36,2,6,SF,Kody Hoese,3B
2019,S,37,2,7,LAD,George Kirby,SP
2019,S,38,2,8,TEX,Josiah Gray,SP
2019,S,39,2,9,NYM,Michael Busch,2B
2019,S,40,2,10,KC,Jose Alvarado,RP
2019,S,41,2,11,TOR,Zack Thompson,SP
2019,S,42,2,12,CHC,JJ Goss,SP
2019,S,43,2,13,PHI,Braden Shewmake,SS
2019,S,44,2,14,STL,Mike Toglia,1B
2019,S,45,2,15,PHI,Kyle Isbel,OF
2019,S,46,2,16,DET,Blake Walston,SP
2019,S,47,2,17,LAA,Brennen Davis,OF
2019,S,48,2,18,AZ,Yerry Rodriguez,SP
2019,S,49,2,19,MIN,Ryan Jensen,SP
2019,S,50,2,20,PIT,Tyler Ivey,SP
2019,S,51,2,21,SD,Gunnar Henderson,SS
2019,S,52,2,22,AZ,Luis Campusano,C
2019,S,53,2,23,STL,Ethan Small,SP
2019,S,54,2,24,KC,Simeon Woods-Richardson,SP
2019,S,55,2,25,CHC,Matthew Lugo,SS
2019,S,56,2,26,MIN,Anthony Volpe,SS
2019,S,57,2,27,CHW,Luis Gil,SP
2019,S,58,2,28,STL,Korey Lee,C
2019,S,59,2,29,TB,Luis Arraez,2B
2019,S,60,2,30,NYM,Owen Miller,SS
2019,S,61,3,1,MIN,Drey Jameson,SP
2019,S,62,3,2,CHC,Tyler Callihan,2B
2019,S,63,3,3,BOS,Zach Plesac,SP
2019,S,64,3,4,BOS,Darwinzon Hernandez,SP
2019,S,65,3,5,TB,Jose Israel Garcia,SS
2019,S,66,3,6,SF,Gabriel Arias,SS
2019,S,67,3,7,LAD,Matt Wallner,OF
2019,S,68,3,8,MIL,Jack Leiter,SP
2019,S,69,3,9,MIL,Richard Lovelady,SP
2019,S,70,3,10,KC,Tony Gonsolin,SP
2019,S,71,3,11,NYY,Rece Hinds,SS
2019,S,72,3,12,MIL,Tahnaj Thomas,SP
2019,S,73,3,13,MIL,Sherten Apostel,3B
2019,S,74,3,14,STL,Sammy Siani,OF
2019,S,75,3,15,NYM,Jelfry Marte,SS
2019,S,76,3,16,DET,TJ Sikkema,SP
2019,S,77,3,17,NYM,Aaron Ashby,SP
2019,S,78,3,18,NYY,Isaiah Campbell,SP
2019,S,79,3,19,TOR,Kyren Paris,SS
2019,S,80,3,20,PIT,Sam Huff,C
2019,S,81,3,21,SD,Drew Rom,SP
2019,S,82,3,22,BAL,Jordan Yamamoto,SP
2019,S,83,3,23,DET,Seth Johnson,SP
2019,S,84,3,24,OAK,Alex McFarlane,SP
2019,S,85,3,25,TB,Bryan Abreu,SP
2019,S,86,3,26,MIL,Simon Muzziotti,OF
2019,S,87,3,27,CHW,Yunior Severino,2B
2019,S,88,3,28,MIL,Hunter Barco,SP
2019,S,89,3,29,ATL,Junior Santos,SP
2019,S,90,3,30,NYM,Jose Hernandez-Urquidy,SP
2019,S,91,4,1,MIN,Davis Wendzel,3B
2019,S,92,4,2,COL,Tarik Skubal,SP
2019,S,93,4,3,MIL,Cal Raleigh,C
2019,S,94,4,4,CHW,Mario Feliciano,C
2019,S,95,4,5,CIN,Ty France,3B
2019,S,96,4,6,SF,Andres Munoz,SP
2019,S,97,4,7,LAD,Chase Strumpf,2B
2019,S,98,4,8,LAD,Logan Wyatt,1B
2019,S,99,4,9,ATL,Julio Rodriguez,C
2019,S,100,4,10,KC,James Karinchak,SP
2019,S,101,4,11,TB,Liover Peguero,SS
2019,S,102,4,12,MIA,Luis Barrera,OF
2019,S,103,4,13,PHI,Jameson Hannah,OF
2019,S,104,4,14,PIT,Niko Hulsizer,OF
2019,S,105,4,15,OAK,Nasim Nunez,SS
2019,S,106,4,16,PHI,Terrin Vavra,SS
2019,S,107,4,17,MIL,Luis Toribio,3B
2019,S,108,4,18,PIT,Yoan Lopez,RP
2019,S,109,4,19,SEA,Rico Garcia,SP
2019,S,110,4,20,MIN,Cameron Cannon,SS
2019,S,111,4,21,MIA,Jake Cronenworth,SS
2019,S,112,4,22,BAL,Spencer Jones,1B
2019,S,113,4,23,BAL,Josh Wolf,SP
2019,S,114,4,24,OAK,Jack Kochanowicz,SP
2019,S,115,4,25,AZ,Shaun Anderson,SP
2019,S,116,4,26,STL,Brady McConnell,SS
2019,S,117,4,27,AZ,Jordan Holloway,SP
2019,S,118,4,28,LAD,Jimmy Lewis,SP
2019,S,119,4,29,NYM,Jake Rogers,C
2019,S,120,4,30,MIL,Taylor Jones,1B
2019,S,121,4,31,TB,Omar Estevez,SS
